name,srid,active,hof,positions,start,end,letter
Jerry Smith,SmitJe25,False,False,G-LB,1952,1956,S
Jerry Smith,SmitJe01,False,False,TE-SE-FL,1965,1977,S
Jim Smith,SmitJi20,False,False,T,1947,1947,S
Jim Smith,SmitJi21,False,False,DB,1968,1968,S
Jim Smith,SmitJi01,False,False,WR,1977,1985,S
Jim Ray Smith,SmitJi02,False,False,G-T-DE,1956,1964,S
Jimmy Smith,SmitJi22,False,False,DB,1969,1969,S
Jimmy Smith,SmitJi23,False,False,RB,1984,1987,S
Jimmy Smith,SmitJi00,False,False,WR,1992,2005,S
Jimmy Smith,SmitJi03,True,False,CB,2011,2017,S
Joe Smith,SmitJo20,False,False,E-DB,1948,1948,S
Joey Smith,SmitJo21,False,False,WR,1991,1992,S
John Smith,SmitJo22,False,False,T,1945,1945,S
John Smith,smithjoh01,False,False,K,1974,1983,S
John Smith,SmitJo23,False,False,WR,1979,1979,S
Johnny Ray Smith,SmitJo24,False,False,DB,1982,1984,S
Jonathan Smith,SmitJo00,False,False,WR,2004,2006,S
Jonnu Smith,SmitJo01,True,False,TE,2017,2017,S
Justin Smith,SmitJu20,False,False,DE,2001,2014,S
Justin Smith,SmitJu21,False,False,LB,2003,2003,S
Keith Smith,SmitKe20,False,False,DB,2004,2009,S
Keith Smith,SmitKe03,True,False,LB,2014,2017,S
Kelvin Smith,SmitKe97,False,False,LB,2007,2009,S
Ken Smith,SmitKe21,False,False,TE,1973,1973,S
Ken Smith,SmitKe22,False,False,G,1987,1987,S
Kendal Smith,SmitKe00,False,False,WR,1989,1990,S
Kenny Smith,SmitKe23,False,False,DT-DE,2001,2009,S
Kevin Smith,SmitKe25,False,False,DB,1991,1991,S
Kevin Smith,SmitKe24,False,False,TE,1992,1996,S
Kevin Smith,SmitKe26,False,False,DB,1992,1999,S
Kevin Smith,SmitKe02,False,False,RB,2008,2012,S
Kevin Smith,SmitKe04,False,False,WR,2015,2015,S
Khreem Smith,SmitKh20,False,False,DE,2006,2007,S
Kolby Smith,SmitKo00,False,False,RB,2007,2009,S
L.J. Smith,SmitL.00,False,False,TE,2003,2009,S
Lamar Smith,SmitLa00,False,False,RB,1994,2003,S
Lance Smith,SmitLa20,False,False,G-T,1985,1996,S
Larry Smith,SmitLa02,False,False,RB,1969,1974,S
Larry Smith,SmitLa21,False,False,LB,1987,1987,S
Larry Smith,SmitLa22,False,False,DT,1999,2004,S
Laverne Smith,SmitLa01,False,False,RB,1977,1977,S
Lawrence Smith,SmitLa23,False,False,G-T,2004,2004,S
Le Kevin Smith,SmitLe20,False,False,DT,2006,2010,S
Lee Smith,SmitLe00,True,False,TE,2011,2017,S
Len Smith,SmitLe21,False,False,T,1923,1924,S
Leonard Smith,SmitLe22,False,False,DB,1983,1991,S
Lionel Smith,SmitLi00,False,False,CB,2012,2012,S
Lucious Smith,SmitLu20,False,False,DB,1980,1985,S
Lyman Smith,SmitLy20,False,False,DT,1978,1978,S
Malcolm Smith,SmitMa02,True,False,OLB,2011,2016,S
Marcus Smith,SmitMa01,False,False,WR,2008,2010,S
Marcus Smith,SmitMa03,True,False,DE,2014,2017,S
Mark Smith,SmitMa20,False,False,DT-DE,1997,2002,S
Marquis Smith,SmitMa21,False,False,DB,1999,2001,S
Marty Smith,SmitMa22,False,False,DT-DE,1976,1976,S
Marv Smith,SmitMa23,False,False,TB,1921,1921,S
Marvel Smith,SmitMa55,False,False,T,2000,2008,S
Matt Smith,SmitMa24,False,False,LB,1987,1987,S
Maurice Smith,SmitMa00,False,False,RB,2000,2002,S
Maurice Smith,SmitMa04,True,False,FS,2017,2017,S
Michael Smith,SmitMi20,False,False,WR,1992,1992,S
Michael Smith,SmitMi01,False,False,RB,2012,2014,S
Mike Smith,SmitMi23,False,False,WR,1980,1980,S
Mike Smith,SmitMi21,False,False,DB,1985,1987,S
Mike Smith,SmitMi22,False,False,LB,2005,2006,S
Milt Smith,SmitMi24,False,False,DB-QB,1945,1945,S
Monte Smith,SmitMo20,False,False,G,1989,1989,S
Musa Smith,SmitMu00,False,False,RB,2003,2007,S
Neil Smith,SmitNe00,False,False,DE,1988,2000,S
Noland Smith,SmitNo00,False,False,WR,1967,1969,S
Oak Smith,SmitOa20,False,False,E-FB-WB,1920,1921,S
Olin Smith,SmitOl20,False,False,T-G,1924,1924,S
Ollie Smith,SmitOl00,False,False,WR,1973,1977,S
Omar Smith,SmitOm20,False,False,C,2002,2003,S
Onterrio Smith,SmitOn00,False,False,RB,2003,2004,S
Orland Smith,SmitOr20,False,False,T-G,1927,1929,S
Oscar Smith,SmitOs20,False,False,RB,1986,1986,S
Otis Smith,SmitOt20,False,False,DB,1991,2003,S
Pat Smith,SmitPa20,False,False,FB,1920,1923,S
Paul Smith,SmitPa01,False,False,DT-DE,1968,1980,S
Paul Smith,SmitPa00,False,False,RB,2000,2007,S
Perry Smith,SmitPe20,False,False,DB,1973,1981,S
Phil Smith,SmitPh20,False,False,WR,1983,1987,S
Preston Smith,SmitPr00,True,False,DE,2015,2017,S
Quanterus Smith,SmitQu00,False,False,DE,2014,2014,S
Quintin Smith,SmitQu20,False,False,WR,1990,1990,S
Ralph Smith,SmitRa00,False,False,TE,1962,1969,S
Raonall Smith,SmitRa20,False,False,LB,2003,2007,S
Ray Smith,SmitRa21,False,False,C,1930,1933,S
Ray Gene Smith,SmitRa22,False,False,DB-HB,1954,1957,S
Red Smith,SmitRe20,False,False,TB-WB-BB-G-FB,1927,1931,S
Reggie Smith,SmitRe21,False,False,WR,1980,1987,S
Reggie Smith,SmitRe22,False,False,T,1987,1987,S
Reggie Smith,SmitRe99,False,False,DB,2008,2011,S
Rex Smith,SmitRe23,False,False,E,1922,1922,S
Richard Smith,SmitRi20,False,False,WR,2004,2004,S
Ricky Smith,SmitRi21,False,False,DB-WR,1982,1987,S
Rico Smith,SmitRi00,False,False,WR,1992,1995,S
Riley Smith,SmitRi22,False,False,BB-LB,1936,1938,S
Rob Smith,SmitRo20,False,False,T-G,2006,2006,S
Robaire Smith,SmitRo21,False,False,DE-DT,2000,2010,S
Robert Smith,SmitRo22,False,False,DE,1985,1985,S
Robert Smith,SmitRo00,False,False,RB,1993,2000,S
Rod Smith,SmitRo23,False,False,DB,1992,1998,S
Rod Smith,SmitRo01,False,False,WR,1995,2006,S
Rod Smith,SmitRo06,True,False,RB,2015,2017,S
Rodney Smith,SmitRo05,True,False,WR,2013,2014,S
Ron Smith,SmitRo03,False,False,QB,1965,1966,S
Ron Smith,SmitRo04,False,False,DB-WR,1965,1974,S
Ron Smith,SmitRo02,False,False,WR,1978,1983,S
Ron Smith,SmitRo24,False,False,DT,2002,2002,S
Royce Smith,SmitRo25,False,False,G,1972,1976,S
Russ Smith,SmitRu20,False,False,G-C,1921,1926,S
Russ Smith,SmitRu00,False,False,RB,1967,1970,S
Rusty Smith,SmitRu01,False,False,QB,2010,2012,S
Ryan Smith,SmitRy00,True,False,CB,2016,2017,S
Sammie Smith,SmitSa00,False,False,RB,1989,1992,S
Sean Smith,SmitSe20,False,False,DE-DT,1987,1989,S
Sean Smith,SmitSe21,False,False,DE,1990,1991,S
Sean Smith,SmitSe99,True,False,DB,2009,2017,S
Shane Smith,SmitSh02,True,False,FB,2017,2017,S
Shaun Smith,SmitSh20,False,False,DT,2004,2012,S
Shelley Smith,SmitSh22,False,False,G,2012,2014,S
Sherman Smith,SmitSh00,False,False,RB,1976,1983,S
Shevin Smith,SmitSh21,False,False,DB,1998,1999,S
Sid Smith,SmitSi20,False,False,C-T,1970,1974,S
Steve Smith,SmitSt20,False,False,T-DE,1966,1974,S
Steve Smith,SmitSt00,False,False,RB,1987,1995,S
Steve Smith,SmitSt01,False,False,WR,2001,2016,S
Steve Smith,SmitSt21,False,False,DB,2002,2002,S
Steve Smith,SmitSt02,False,False,WR,2007,2012,S
Struggy Smith,SmitSt22,False,False,DB,1987,1987,S
Stu Smith,SmitSt23,False,False,FB-LB-TB-DB,1937,1938,S
Taj Smith,SmitTa00,False,False,WR,2010,2010,S
Telvin Smith,SmitTe01,True,False,ILB,2014,2017,S
Terrance Smith,SmitTe04,True,False,LB,2016,2017,S
Terrelle Smith,SmitTe00,False,False,FB,2000,2009,S
Tevaun Smith,SmitTe03,True,False,WR,2016,2016,S
Thomas Smith,SmitTh20,False,False,RB,1973,1973,S
Thomas Smith,SmitTh21,False,False,DB,1993,2001,S
Tim Smith,SmitTi01,False,False,WR,1980,1986,S
Timmy Smith,SmitTi00,False,False,RB,1987,1990,S
Tody Smith,SmitTo20,False,False,DE,1971,1976,S
Tommie Smith,SmitTo01,False,False,WR,1969,1969,S
Tony Smith,SmitTo00,False,False,RB,1992,1994,S
Torin Smith,SmitTo21,False,False,DE,1987,1987,S
Torrey Smith,SmitTo02,True,False,WR,2011,2017,S
Travian Smith,SmitTr20,False,False,LB,1998,2004,S
Trent Smith,SmitTr01,False,False,TE,2005,2005,S
Troy Smith,SmitTr00,False,False,WR,1999,1999,S
Troy Smith,SmitTr02,False,False,QB,2007,2010,S
Truett Smith,SmitTr21,False,False,BB,1950,1951,S
Tye Smith,SmitTy01,True,False,CB,2015,2017,S
Tyron Smith,SmitTy00,True,False,OT,2011,2017,S
Tyson Smith,SmitTy20,False,False,LB,2006,2006,S
Vernice Smith,SmitVe20,False,False,G-T,1990,1997,S
Vinson Smith,SmitVi20,False,False,LB,1988,1999,S
Vitamin Smith,SmitVi21,False,False,HB,1949,1953,S
Waddell Smith,SmitWa20,False,False,WR,1984,1984,S
Wade Smith,SmitWa21,False,False,T,2003,2014,S
Warren Smith,SmitWa22,False,False,G,1921,1921,S
Wayne Smith,SmitWa23,False,False,DB,1980,1987,S
Wee Willie Smith,SmitWe20,False,False,DB-TB-FB,1934,1934,S
Wes Smith,SmitWe21,False,False,WR,1987,1987,S
Wilfred Smith,SmitWi20,False,False,T-G-E-C,1920,1925,S
Will Smith,SmitWi99,False,False,DE,2004,2012,S
Will Smith,SmitWi01,False,False,OLB,2014,2014,S
Willie Smith,SmitWi21,False,False,G-T,1960,1961,S
Willie Smith,SmitWi22,False,False,TE,1987,1987,S
Willie Smith,SmitWi00,False,False,T,2011,2014,S
Za'Darius Smith,SmitZa00,True,False,DE,2015,2017,S
Zeke Smith,SmitZe20,False,False,LB-G-DE,1960,1961,S
Zuriel Smith,SmitZu00,False,False,WR,2003,2003,S
JuJu Smith-Schuster,SmitJu00,True,False,WR,2017,2017,S
Fish Smithson,SmitFi00,True,False,S,2017,2017,S
Mark Smolinski,SmolMa00,False,False,FB-TE,1961,1968,S
Isaac Smolko,SmolIs00,False,False,TE,2007,2007,S
Dawuane Smoot,SmooDa00,True,False,DE,2017,2017,S
Fred Smoot,SmooFr20,False,False,DB,2001,2009,S
Raymond Smoot,SmooRa20,False,False,G-T,1993,1993,S
Dave Smukler,SmukDa20,False,False,FB-LB,1936,1944,S
Bill Smyth,SmytBi20,False,False,DE-E-T,1947,1950,S
Lou Smyth,SmytLo20,False,False,B,1920,1926,S
Norm Snead,SneaNo00,False,False,QB,1961,1976,S
Willie Snead,SneaWi00,True,False,WR,2014,2017,S
Bob Sneddon,SnedBo20,False,False,DB-HB-WB,1944,1946,S
Chris Snee,SneeCh20,False,False,G,2004,2013,S
Donald Snell,SnelDo20,False,False,WR,1987,1987,S
George Snell,SnelGe20,False,False,B,1926,1927,S
Matt Snell,SnelMa00,False,False,RB,1964,1972,S
Ray Snell,SnelRa20,False,False,G-T,1980,1985,S
Jason Snelling,SnelJa00,False,False,RB,2007,2013,S
Ken Snelling,SnelKe20,False,False,FB-LB,1945,1945,S
Jim Sniadecki,SniaJi20,False,False,LB,1969,1973,S
Mal Snider,SnidMa20,False,False,G-T,1969,1974,S
Matt Snider,SnidMa21,False,False,FB,1999,2001,S
Ron Snidow,SnidRo20,False,False,DE-DT,1963,1972,S
Angelo Snipes,SnipAn20,False,False,LB,1986,1989,S
Lee Snoots,SnooLe20,False,False,B,1920,1925,S
Matt Snorton,SnorMa20,False,False,TE,1964,1964,S
David Snow,SnowDa00,False,False,C,2012,2012,S
Jack Snow,SnowJa00,False,False,WR-SE,1965,1975,S
Justin Snow,SnowJu00,False,False,TE,2000,2012,S
Percy Snow,SnowPe20,False,False,LB,1990,1993,S
Cal Snowden,SnowCa20,False,False,DE,1969,1973,S
Jim Snowden,SnowJi20,False,False,T-DE,1965,1971,S
Adam Snyder,SnydAd20,False,False,T-G,2005,2014,S
Al Snyder,SnydAl00,False,False,WR,1964,1966,S
Bob Snyder,SnydBo20,False,False,TB-QB,1937,1943,S
Bull Snyder,SnydBu20,False,False,G,1934,1935,S
Jim Snyder,SnydJi20,False,False,TB,1925,1925,S
Kevin Snyder,SnydKe00,True,False,LB,2017,2017,S
Loren Snyder,SnydLo20,False,False,QB,1987,1987,S
Lum Snyder,SnydLu00,False,False,T,1952,1958,S
Pat Snyder,SnydPa20,False,False,LB,1987,1991,S
Snitz Snyder,SnydSn20,False,False,B,1929,1930,S
Todd Snyder,SnydTo00,False,False,WR,1970,1972,S
Vic So'oto,SootVi00,False,False,LB,2011,2013,S
Hank Soar,SoarHa20,False,False,B,1937,1946,S
Ben Sobieski,SobiBe20,False,False,T,2003,2003,S
Phil Sobocinski,SoboPh20,False,False,C,1968,1968,S
Joe Soboleski,SoboJo20,False,False,G-T-DT,1949,1952,S
Olaniyi Sobomehin,SoboOl00,False,False,RB,2008,2008,S
Brian Sochia,SochBr00,False,False,NT-DE,1983,1992,S
John Sodaski,SodaJo20,False,False,LB-DB,1970,1973,S
Alec Sofish,SofiAl20,False,False,G,1931,1931,S
Ben Sohn,SohnBe21,False,False,G-T,1941,1941,S
Benny Sohn,SohnBe20,False,False,B,1934,1934,S
Kurt Sohn,SohnKu00,False,False,WR,1981,1988,S
Kristjan Sokoli,SokoKr00,True,False,DT,2015,2015,S
John Sokolosky,SokoJo20,False,False,C,1978,1978,S
Nate Solder,SoldNa00,True,False,T,2011,2017,S
Robert Soleau,SoleRo20,False,False,LB,1964,1964,S
Paul Soliai,SoliPa99,False,False,DT,2007,2016,S
Jake Soliday,SoliJa00,False,False,WR,2002,2002,S
Ariel Solomon,SoloAr20,False,False,C,1991,1996,S
Freddie Solomon,SoloFr01,False,False,WR-QB-RB,1975,1985,S
Freddie Solomon,SoloFr00,False,False,WR,1996,1998,S
Jesse Solomon,SoloJe20,False,False,LB,1986,1994,S
Roland Solomon,SoloRo20,False,False,DB,1980,1981,S
Scott Solomon,SoloSc00,False,False,DE,2012,2015,S
Ron Solt,SoltRo00,False,False,G,1984,1992,S
Gordie Soltau,SoltGo00,False,False,E,1950,1958,S
Bob Soltis,SoltBo20,False,False,DB,1960,1961,S
Mike Solwold,SolwMi20,False,False,C,2001,2004,S
George Somers,SomeGe20,False,False,T,1939,1942,S
Don Sommer,SommDo20,False,False,T,1987,1987,S
Mike Sommer,SommMi00,False,False,HB-DB,1958,1963,S
Jack Sommers,SommJa20,False,False,C,1947,1947,S
Butch Songin,SongBu00,False,False,QB,1960,1962,S
Treg Songy,SongTr20,False,False,DB,1987,1987,S
Gus Sonnenberg,SonnGu20,False,False,T-FB-TB,1923,1930,S
Isaac Sopoaga,SopoIs20,False,False,DT,2005,2013,S
Ross Sorce,SorcRo20,False,False,T,1945,1945,S
Brad Sorensen,SoreBr00,False,False,QB,2014,2014,S
Daniel Sorensen,SoreDa01,True,False,S,2014,2017,S
Nick Sorensen,SoreNi20,False,False,DB,2001,2010,S
Glen Sorenson,SoreGl20,False,False,G,1943,1945,S
Jim Sorey,SoreJi20,False,False,DT,1960,1962,S
Revie Sorey,SoreRe20,False,False,G,1975,1983,S
Jim Sorgi,SorgJi00,False,False,QB,2004,2009,S
Henry Sorrell,SorrHe20,False,False,LB,1967,1967,S
Bill Sortet,SortBi20,False,False,E,1933,1940,S
Rick Sortun,SortRi20,False,False,G,1964,1969,S
Lou Sossamon,SossLo20,False,False,C-LB,1946,1948,S
Frank Souchak,SoucFr20,False,False,E,1939,1939,S
Cecil Souders,SoudCe20,False,False,E-T,1947,1949,S
Ronnie Lee South,SoutRo00,False,False,QB-P,1968,1968,S
Tom Southard,SoutTo20,False,False,WR,1978,1978,S
Dezmen Southward,SoutDe00,True,False,SS,2014,2017,S
R. Jay Soward,SowaR.00,False,False,WR,2000,2000,S
Bradley Sowell,SoweBr00,True,False,T,2012,2017,S
Jerald Sowell,SoweJe00,False,False,FB,1997,2006,S
Robert Sowell,SoweRo20,False,False,DB,1983,1987,S
Isaac Sowells,SoweIs20,False,False,T,2006,2008,S
Rich Sowells,SoweRi20,False,False,DB,1971,1977,S
Stephen Spach,SpacSt00,False,False,TE,2005,2012,S
Vic Spadaccini,SpadVi20,False,False,B,1938,1940,S
Ryan Spadola,SpadRy00,True,False,WR,2013,2014,S
Matt Spaeth,SpaeMa00,False,False,TE,2007,2015,S
Butch Spagna,SpagBu20,False,False,G-T,1920,1925,S
John Spagnola,SpagJo00,False,False,TE,1979,1989,S
Martrell Spaight,SpaiMa00,True,False,OLB,2015,2017,S
Dick Spain,SpaiDi20,False,False,C-T,1921,1922,S
Quinton Spain,SpaiQu00,True,False,OG,2015,2017,S
Gene Spangler,SpanGe20,False,False,WB-DB,1946,1946,S
Gary Spani,SpanGa20,False,False,LB,1978,1986,S
Frank Spaniel,SpanFr20,False,False,HB,1950,1950,S
Antwain Spann,SpanAn20,False,False,DB,2006,2008,S
Chad Spann,SpanCh00,False,False,RB,2011,2013,S
Gary Spann,SpanGa21,False,False,LB,1987,1987,S
Dave Sparenberg,SparDa20,False,False,G,1987,1987,S
Al Sparkman,SparAl20,False,False,T,1948,1949,S
Dave Sparks,SparDa21,False,False,G-T,1951,1954,S
Phillippi Sparks,SparPh20,False,False,DB,1992,2000,S
Al Sparlis,SparAl21,False,False,G,1946,1946,S
Ed Sparr,SparEd20,False,False,T,1926,1926,S
Jim Spavital,SpavJi20,False,False,FB-LB,1949,1950,S
Glen Spear,SpeaGl20,False,False,FB-WB-E,1926,1926,S
Armegis Spearman,SpeaAr20,False,False,LB,2000,2003,S
Anthony Spears,SpeaAn20,False,False,DE,1989,1989,S
Ernest Spears,SpeaEr20,False,False,DB,1990,1990,S
Marcus Spears,SpeaMa20,False,False,T,1996,2004,S
Marcus Spears,SpeaMa21,False,False,DE,2005,2013,S
Quinton Spears,SpeaQu00,False,False,LB,2011,2011,S
Ron Spears,SpeaRo20,False,False,DE,1982,1983,S
Robert Specht,SpecRo20,False,False,WB-TB,1920,1920,S
Dutch Speck,SpecDu20,False,False,G-C-T,1920,1926,S
Mac Speedie,SpeeMa00,False,False,E,1946,1952,S
Cliff Speegle,SpeeCl20,False,False,C,1945,1945,S
Nick Speegle,SpeeNi20,False,False,LB,2005,2006,S
Harry Speelman,SpeeHa20,False,False,G,1940,1940,S
Del Speer,SpeeDe20,False,False,DB,1993,1994,S
Dick Speights,SpeiDi20,False,False,DB,1968,1968,S
Jeff Spek,SpekJe20,False,False,TE,1986,1986,S
Frank Spellacy,SpelFr20,False,False,E,1922,1922,S
Alonzo Spellman,SpelAl20,False,False,DE-DT,1992,2001,S
Jack Spellman,SpelJa20,False,False,E-T-B,1925,1932,S
Akeem Spence,SpenAk00,True,False,DT,2013,2017,S
Blake Spence,SpenBl00,False,False,TE,1998,2000,S
Julian Spence,SpenJu20,False,False,DB-FL,1956,1961,S
Noah Spence,SpenNo00,True,False,DE,2016,2017,S
Sean Spence,SpenSe00,True,False,LB,2012,2017,S
Anthony Spencer,SpenAn99,False,False,DE,2007,2014,S
Charles Spencer,SpenCh20,False,False,G,2006,2006,S
Chris Spencer,SpenCh21,False,False,C,2005,2014,S
Cody Spencer,SpenCo20,False,False,LB,2004,2008,S
Darryl Spencer,SpenDa20,False,False,WR,1994,1995,S
Evan Spencer,SpenEv00,False,False,WR,2015,2015,S
Herb Spencer,SpenHe20,False,False,LB,1987,1987,S
Jim Spencer,SpenJi20,False,False,G,1928,1929,S
Jimmy Spencer,SpenJi21,False,False,DB,1992,2003,S
Joe Spencer,SpenJo20,False,False,T-DT,1948,1951,S
Mo Spencer,SpenMo20,False,False,DB,1974,1978,S
Ollie Spencer,SpenOl20,False,False,T-G-C,1953,1963,S
Shawntae Spencer,SpenSh20,False,False,DB,2004,2012,S
Tim Spencer,SpenTi00,False,False,RB,1985,1990,S
Todd Spencer,SpenTo00,False,False,RB,1984,1987,S
Willie Spencer,SpenWi00,False,False,RB,1976,1978,S
Kory Sperry,SperKo00,False,False,TE,2009,2013,S
George Speth,SpetGe20,False,False,T,1942,1942,S
Cotton Speyrer,SpeyCo00,False,False,WR,1972,1975,S
Paul Spicer,SpicPa20,False,False,DE,1999,2008,S
Rob Spicer,SpicRo20,False,False,LB,1973,1973,S
Adolph Spiegel,SpieAd20,False,False,T-G,1921,1922,S
Chris Spielman,SpieCh00,False,False,LB,1988,1997,S
Bob Spiers,SpieBo20,False,False,T-G,1922,1925,S
Amari Spievey,SpieAm99,False,False,DB,2010,2012,S
Brandon Spikes,SpikBr99,False,False,LB,2010,2016,S
Cameron Spikes,SpikCa20,False,False,G,1999,2004,S
Irving Spikes,SpikIr00,False,False,RB,1994,1997,S
Jack Spikes,SpikJa00,False,False,FB-HB-K,1960,1967,S
Takeo Spikes,SpikTa00,False,False,LB,1998,2012,S
John Spilis,SpilJo00,False,False,WR,1969,1971,S
C.J. Spiller,SpilC.00,True,False,RB,2010,2017,S
Philip Spiller,SpilPh20,False,False,DB,1967,1968,S
Ray Spillers,SpilRa20,False,False,T,1937,1937,S
C.J. Spillman,SpilCJ99,False,False,DB,2009,2014,S
Marc Spindler,SpinMa20,False,False,DE-NT-DT,1990,1998,S
Jack Spinks,SpinJa20,False,False,T-G-FB-DT,1952,1957,S
Art Spinney,SpinAr00,False,False,G-DE,1950,1960,S
Greg Spires,SpirGr20,False,False,DE,1998,2007,S
Johnny Spirida,SpirJo20,False,False,BB-E,1939,1939,S
Austin Spitler,SpitAu99,False,False,LB,2010,2013,S
Bob Spitulski,SpitBo20,False,False,LB,1992,1994,S
Jason Spitz,SpitJa20,False,False,G,2006,2012,S
Andy Spiva,SpivAn20,False,False,LB,1977,1977,S
Mike Spivey,SpivMi20,False,False,DB,1977,1982,S
Sebron Spivey,SpivSe20,False,False,WR,1987,1987,S
Bob Sponaugle,SponBo20,False,False,E,1949,1949,S
Brandon Spoon,SpooBr20,False,False,LB,2001,2001,S
Danny Spradlin,SpraDa20,False,False,LB,1981,1985,S
Donnie Spragan,SpraDo20,False,False,LB,2002,2007,S
Jason Spriggs,SpriJa00,True,False,OT,2016,2017,S
Marcus Spriggs,SpriMa20,False,False,T-G,1997,2003,S
Marcus Spriggs,SpriMa21,False,False,DT,1999,2000,S
Hal Springer,SpriHa20,False,False,E,1945,1945,S
Kirk Springs,SpriKi20,False,False,DB,1981,1985,S
Ron Springs,SpriRo00,False,False,RB,1979,1986,S
Shawn Springs,SpriSh00,False,False,DB,1997,2009,S
Bill Springsteen,SpriBi20,False,False,C-E,1925,1928,S
Ed Sprinkle,SpriEd00,False,False,DE-E-G-LB,1944,1955,S
Hugh Sprinkle,SpriHu20,False,False,T-G,1923,1925,S
Jeremy Sprinkle,SpriJe00,True,False,TE,2017,2017,S
Darren Sproles,SproDa00,True,False,RB,2005,2017,S
Jimmy Sprotte,SproJi20,False,False,LB,1998,1999,S
Dennis Sproul,SproDe20,False,False,QB,1978,1978,S
Jim Spruill,SpruJi20,False,False,T,1948,1949,S
Marquis Spruill,SpruMa00,False,False,ILB,2014,2014,S
Micheal Spurlock,SpurMi00,False,False,WR,2006,2014,S
Steve Spurrier,SpurSt00,False,False,QB-P,1967,1976,S
Damion Square,SquaDa00,True,False,DE,2013,2017,S
Jack Squirek,SquiJa20,False,False,LB,1982,1986,S
Seaman Squyres,SquySe20,False,False,HB,1933,1933,S
Bob St. Clair,St.CBo00,False,True,T,1953,1963,S
John St. Clair,St.CJo20,False,False,T,2002,2010,S
Mike St. Clair,St.CMi20,False,False,DE,1976,1982,S
Ted St. Germaine,St.GTe20,False,False,T-C-G,1922,1922,S
Len St. Jean,St.JLe00,False,False,G,1964,1973,S
Herb St. John,St.JHe20,False,False,G,1948,1949,S
Brad St. Louis,StLoBr00,False,False,TE,2000,2009,S
Brian St. Pierre,St.PBr20,False,False,QB,2004,2010,S
Jeremy Staat,StaaJe20,False,False,DE,1998,2003,S
Brian Stablein,StabBr00,False,False,WR,1995,2000,S
Ken Stabler,StabKe00,False,True,QB,1970,1984,S
Ed Stacco,StacEd20,False,False,T,1947,1948,S
Dave Stachelski,StacDa00,False,False,TE,2000,2001,S
Ray Stachowicz,StacRa20,False,False,P,1981,1983,S
Rich Stachowski,StacRi20,False,False,NT,1983,1983,S
Charles Stackhouse,StacCh00,False,False,FB,2002,2003,S
Jack Stackpool,StacJa20,False,False,FB,1942,1942,S
Billy Stacy,StacBi00,False,False,DB-FL,1959,1963,S
Red Stacy,StacRe20,False,False,T-G,1935,1937,S
Siran Stacy,StacSi20,False,False,RB,1992,1992,S
Zac Stacy,StacZa00,False,False,RB,2013,2015,S
John Stadnik,StadJo20,False,False,C,1987,1987,S
Spike Staff,StafSp20,False,False,G,1925,1925,S
Daimion Stafford,StafDa00,True,False,FS,2013,2016,S
Dick Stafford,StafDi20,False,False,DE,1962,1963,S
Harry Stafford,StafHa20,False,False,HB,1934,1934,S
Matthew Stafford,StafMa00,True,False,QB,2009,2017,S
Jon Staggers,StagJo00,False,False,WR,1970,1975,S
Jeff Staggs,StagJe20,False,False,LB-DE,1967,1974,S
Jake Stahl,StahJa20,False,False,G-T,1920,1921,S
Dick Stahlman,StahDi20,False,False,T-G,1924,1933,S
Brendan Stai,StaiBr20,False,False,G,1995,2002,S
Jerry Stalcup,StalJe20,False,False,LB,1960,1962,S
Bill Staley,StalBi20,False,False,DT,1968,1972,S
Duce Staley,StalDu00,False,False,RB,1997,2006,S
Joe Staley,StalJo20,True,False,T,2007,2017,S
Dennis Stallings,StalDe20,False,False,LB,1997,1998,S
Don Stallings,StalDo20,False,False,DT-DE-T,1960,1960,S
Larry Stallings,StalLa00,False,False,LB,1963,1976,S
Ramondo Stallings,StalRa20,False,False,DE,1994,1997,S
Robert Stallings,StalRo20,False,False,TE,1986,1986,S
Tre Stallings,StalTr20,False,False,G,2007,2007,S
Dave Stalls,StalDa20,False,False,DE-DT-NT,1977,1985,S
Donte' Stallworth,StalDo00,False,False,WR,2002,2012,S
John Stallworth,StalJo00,False,True,WR,1974,1987,S
Ron Stallworth,StalRo21,False,False,DE,1989,1990,S
Tim Stallworth,StalTi20,False,False,WR,1990,1990,S
Josh Stamer,StamJo20,False,False,LB,2003,2009,S
John Stamper,StamJo21,False,False,DE,2002,2002,S
Sylvester Stamps,StamSy00,False,False,RB-WR,1984,1989,S
Frank Stams,StamFr20,False,False,LB,1989,1995,S
Harry Stanback,StanHa20,False,False,DE,1982,1982,S
Haskel Stanback,StanHa00,False,False,RB,1974,1979,S
Isaiah Stanback,StanIs00,False,False,WR,2007,2012,S
Jeff Stanciel,StanJe00,False,False,RB,1969,1969,S
John Standeford,StanJo00,False,False,WR,2008,2009,S
Norm Standlee,StanNo00,False,False,FB-LB,1941,1952,S
Dick Stanfel,StanDi00,False,True,G,1952,1958,S
Bill Stanfill,StanBi00,False,False,DE,1969,1976,S
Julian Stanford,StanJu00,True,False,LB,2012,2017,S
R.J. Stanford,StanR.00,False,False,CB,2011,2014,S
Scott Stankavage,StanSc00,False,False,QB,1984,1987,S
Basil Stanley,StanBa20,False,False,G,1924,1924,S
C.B. Stanley,StanC.20,False,False,T,1946,1946,S
Chad Stanley,StanCh20,False,False,P,1999,2006,S
Derek Stanley,StanDe00,False,False,WR,2007,2009,S
Israel Stanley,StanIs20,False,False,DT,1995,1995,S
